"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-01","1938","01","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-02","1938","02","","M","","M","","M","","M","","M","","M","","M","","M","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-03","1938","03","4.6","","-8.0","","-1.7","","20.6","","-26.7","","11.7","","1.0","","12.7","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-04","1938","04","10.2","","-3.6","","3.3","","21.1","","-16.1","","10.4","","13.7","","24.1","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-05","1938","05","17.3","","4.1","","10.7","","26.7","","-5.0","","22.1","","8.4","","30.5","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-06","1938","06","23.6","","9.9","","16.8","","33.9","","0.0","","28.7","","0.0","","28.7","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-07","1938","07","26.5","","14.2","","20.4","","34.4","","8.3","","103.4","","0.0","","103.4","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-08","1938","08","26.7","","12.3","","19.5","","33.3","S","5.0","","44.2","","0.0","","44.2","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-09","1938","09","22.9","","7.4","","15.2","","32.2","","-2.2","S","6.1","","0.0","","6.1","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-10","1938","10","15.4","","3.0","","9.2","","27.8","","-6.1","S","6.4","","3.8","","10.2","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-11","1938","11","-2.3","","-12.2","","-7.3","","11.7","","-25.6","S","2.3","","19.6","","21.8","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1938-12","1938","12","-8.1","","-15.8","","-12.0","","2.2","","-37.2","","0.0","T","30.0","","30.0","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-01","1939","01","-10.3","","-20.4","","-15.4","","-2.8","S","-35.6","","0.0","T","20.1","","20.1","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-02","1939","02","-17.7","","-27.8","","-22.8","","0.0","","-38.9","S","0.0","","37.6","","37.6","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-03","1939","03","-4.7","","-15.2","","-10.0","","11.7","","-37.2","","0.0","T","1.5","","1.5","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-04","1939","04","9.1","","-3.6","","2.8","","28.3","","-16.1","","25.9","","1.5","","27.4","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-05","1939","05","19.8","","6.4","","13.1","","34.4","","-5.6","","34.8","","0.0","","34.8","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-06","1939","06","21.0","","9.1","","15.1","","30.0","","2.8","","63.2","","0.0","","63.2","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-07","1939","07","28.8","","13.9","","21.4","","37.8","","1.7","","36.1","","0.0","","36.1","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-08","1939","08","26.5","","13.3","","19.9","","34.4","S","7.8","","140.0","","0.0","","140.0","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-09","1939","09","18.8","","7.0","","12.9","","30.0","","-5.0","","41.1","","0.0","T","41.1","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-10","1939","10","6.9","","-1.6","","2.7","","17.2","","-8.9","","7.9","","0.3","","8.1","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-11","1939","11","5.3","","-6.3","","-0.5","","16.1","","-15.0","","1.0","","0.5","","1.5","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1939-12","1939","12","-2.2","","-10.2","","-6.2","","11.7","","-25.6","","4.1","","3.6","","7.6","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-01","1940","01","-11.6","","-21.4","","-16.5","","2.8","","-33.9","","1.5","","12.2","","13.7","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-02","1940","02","-7.6","","-17.4","","-12.5","","-1.1","","-31.7","","0.0","T","17.5","","17.5","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-03","1940","03","-3.1","","-13.6","","-8.4","","1.7","","-25.0","S","0.0","","16.5","","16.5","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-04","1940","04","8.1","","-3.5","","2.3","","20.6","S","-14.4","","33.0","","8.9","","41.9","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-05","1940","05","18.7","","3.8","","11.3","","31.1","","-6.1","","29.7","","0.0","T","29.7","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-06","1940","06","21.1","","8.9","","15.0","","27.8","","0.0","","120.4","","0.0","","120.4","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-07","1940","07","27.2","","13.2","","20.2","","37.8","","5.6","S","29.5","","0.0","","29.5","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-08","1940","08","26.3","","13.1","","19.7","","34.4","","1.7","S","32.0","","0.0","","32.0","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-09","1940","09","24.1","","9.1","","16.6","","34.4","","-2.8","S","25.9","","0.0","","25.9","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-10","1940","10","14.3","","4.3","","9.3","","26.1","","-3.3","","69.3","","0.0","","69.3","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-11","1940","11","-3.3","","-9.6","","-6.5","","8.3","","-28.3","","0.8","","19.3","","20.1","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1940-12","1940","12","-6.4","","-14.9","","-10.7","","1.7","","-33.3","","0.3","","18.0","","18.3","","","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-01","1941","01","-10.3","","-20.3","","-15.3","","4.4","","-41.1","","0.0","T","29.5","","29.5","","23","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-02","1941","02","-10.6","","-20.3","","-15.5","","-0.6","","-35.0","","0.3","","7.6","","7.9","","25","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-03","1941","03","-2.9","","-13.3","","-8.1","","3.3","","-28.9","","1.0","","16.0","","17.0","","5","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-04","1941","04","10.8","","0.4","","5.6","","26.1","","-10.0","","21.8","","1.0","","22.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-05","1941","05","19.4","","7.8","","13.6","","31.1","","-2.8","","91.9","","0.0","T","91.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-06","1941","06","23.6","","12.4","","18.0","","35.0","","2.2","","66.0","","0.0","","66.0","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-07","1941","07","27.2","","13.3","","20.3","","35.0","","3.9","","64.5","","0.0","","64.5","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-08","1941","08","23.8","","11.6","","17.7","","32.2","S","2.2","","95.8","","0.0","","95.8","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-09","1941","09","16.8","","7.3","","12.1","","30.6","","-3.9","","149.6","","0.0","","149.6","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-10","1941","10","10.7","","0.4","","5.6","","18.9","","-17.2","","28.7","","19.1","","47.8","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-11","1941","11","-1.6","","-7.8","","-4.7","","8.9","","-21.7","S","1.8","","13.2","","15.0","","13","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1941-12","1941","12","-6.1","","-14.7","","-10.4","","6.7","","-28.3","","6.9","","10.2","","17.0","","13","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-01","1942","01","-6.3","","-16.4","","-11.4","","7.8","","-36.1","","0.5","","15.2","","15.7","","8","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-02","1942","02","-9.4","","-20.2","","-14.8","","-2.2","","-30.0","S","0.0","","15.7","","15.7","","10","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-03","1942","03","2.0","","-6.9","","-2.5","","7.8","","-14.4","S","34.5","","14.7","","49.3","","8","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-04","1942","04","9.8","","0.2","","5.0","","24.4","","-11.7","","55.9","","7.4","","63.2","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-05","1942","05","15.7","","3.2","","9.5","","26.1","","-3.3","","36.1","","0.8","","36.8","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-06","1942","06","22.3","","10.2","","16.3","","28.9","S","0.6","","51.3","","0.0","","51.3","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-07","1942","07","24.9","","11.6","","18.3","","32.2","","3.9","","164.1","","0.0","","164.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-08","1942","08","24.2","","11.8","","18.0","","33.9","","1.1","","76.2","","0.0","","76.2","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-09","1942","09","17.2","","5.6","","11.4","","30.0","","-5.6","S","27.9","","0.5","","28.4","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-10","1942","10","13.6","","1.6","","7.6","","26.1","","-12.2","","7.1","","1.8","","8.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-11","1942","11","-1.7","","-10.6","","-6.2","","8.9","","-20.6","","7.4","","10.4","","17.8","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1942-12","1942","12","-12.2","","-21.8","","-17.0","","-3.9","","-33.3","","0.5","","33.8","","34.3","","10","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-01","1943","01","-17.8","","-27.1","","-22.5","","2.2","S","-42.2","","0.0","T","36.3","","36.3","","25","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-02","1943","02","-9.2","","-20.2","","-14.7","","2.8","S","-33.9","","0.0","","18.5","","18.5","","20","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-03","1943","03","-7.1","","-17.5","","-12.3","","6.1","","-33.3","","0.0","T","37.8","","37.8","","8","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-04","1943","04","9.7","","-1.1","","4.3","","20.6","","-12.8","","7.1","","0.0","T","7.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-05","1943","05","15.0","","3.3","","9.2","","30.6","","-6.1","","77.2","","4.1","","81.3","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-06","1943","06","20.3","","9.3","","14.8","","28.3","","0.0","","96.8","","0.0","","96.8","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-07","1943","07","27.7","","15.3","","21.5","","33.3","","11.7","","87.9","","0.0","","87.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-08","1943","08","24.9","","12.2","","18.6","","30.6","","4.4","","73.7","","0.0","","73.7","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-09","1943","09","18.1","","5.8","","12.0","","29.4","","-5.6","","39.9","","0.0","","39.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-10","1943","10","15.1","","1.4","","8.3","","28.3","","-8.9","","11.7","","0.0","T","11.7","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-11","1943","11","0.0","","-7.0","","-3.5","","8.3","","-15.0","","0.8","","4.6","","5.3","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1943-12","1943","12","-4.8","","-15.9","","-10.4","","6.7","","-27.8","","0.0","T","7.4","","7.4","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-01","1944","01","-5.6","","-15.5","","-10.6","","5.0","","-27.8","","3.8","","10.4","","14.2","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-02","1944","02","-10.9","","-22.1","","-16.5","","-3.3","","-32.8","","0.0","","17.3","","17.3","","5","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-03","1944","03","-5.8","","-15.3","","-10.6","","4.4","S","-28.9","","0.0","","50.5","","50.5","","8","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-04","1944","04","12.1","","-2.3","","4.9","","22.8","","-13.9","","8.1","","0.0","","8.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-05","1944","05","20.2","","6.7","","13.5","","31.7","","-7.8","","48.3","","0.3","","48.5","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-06","1944","06","20.8","","10.6","","15.7","","26.7","S","2.2","","171.2","","0.0","","171.2","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-07","1944","07","25.5","","12.7","","19.1","","33.3","","5.6","S","40.1","","0.0","","40.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-08","1944","08","23.7","","11.6","","17.7","","30.0","","3.3","","138.2","","0.0","","138.2","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-09","1944","09","17.9","","8.0","","13.0","","24.4","","-0.6","","38.9","","0.0","T","38.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-10","1944","10","13.3","","0.9","","7.1","","23.3","","-6.1","","26.9","","0.0","","26.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-11","1944","11","-0.4","","-4.3","","-2.4","","10.6","","-18.3","","24.6","","21.8","","46.5","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1944-12","1944","12","-7.6","","-16.8","","-12.2","","2.2","S","-29.4","S","0.3","","17.3","","17.5","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-01","1945","01","-11.6","","-19.7","","-15.7","","-0.6","","-35.0","","0.0","T","16.0","","16.0","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-02","1945","02","-8.6","","-18.5","","-13.6","","1.1","","-31.1","","0.0","T","16.0","","16.0","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-03","1945","03","3.1","","-5.9","","-1.4","","17.8","","-29.4","","67.6","","3.0","","70.6","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-04","1945","04","4.1","","-3.8","","0.2","","15.6","","-9.4","","24.9","","17.0","","41.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-05","1945","05","13.3","","0.9","","7.1","","26.7","","-5.6","S","38.1","","1.8","","39.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-06","1945","06","21.6","","8.6","","15.1","","36.1","","0.6","","50.3","","0.0","","50.3","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-07","1945","07","25.3","","12.4","","18.9","","31.7","","3.3","","67.8","","0.0","","67.8","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-08","1945","08","26.0","","11.5","","18.8","","36.1","","5.0","","55.4","","0.0","","55.4","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-09","1945","09","16.6","","5.9","","11.3","","33.3","","-5.0","","129.5","","1.5","","131.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-10","1945","10","10.9","","-0.9","","5.0","","24.4","","-10.6","","15.2","","5.1","","20.3","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-11","1945","11","-3.9","","-9.6","","-6.8","","4.4","","-22.2","S","3.8","","35.6","","39.4","","13","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1945-12","1945","12","-12.4","","-20.1","","-16.3","","4.4","","-32.8","","0.3","","28.4","","28.7","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-01","1946","01","-12.6","","-21.5","","-17.1","","-2.2","","-33.9","","0.0","T","15.7","","15.7","","30","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-02","1946","02","-12.1","","-22.6","","-17.4","","-2.8","","-33.3","","0.0","T","15.0","","15.0","","25","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-03","1946","03","3.1","","-5.6","","-1.3","","23.3","","-24.4","","25.9","","0.8","","26.7","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-04","1946","04","13.2","","0.3","","6.8","","26.1","","-6.7","","15.5","","0.8","","16.3","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-05","1946","05","17.2","","3.3","","10.3","","31.7","","-9.4","S","14.7","","0.0","T","14.7","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-06","1946","06","22.7","","9.3","","16.0","","30.6","","1.7","","66.5","","0.0","","66.5","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-07","1946","07","26.9","","13.6","","20.3","","35.0","","4.4","","38.4","","0.0","","38.4","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-08","1946","08","24.2","","11.6","","17.9","","35.0","","3.3","","54.1","","0.0","","54.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-09","1946","09","18.3","","6.3","","12.3","","30.6","","-1.7","S","81.8","","0.0","","81.8","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-10","1946","10","8.8","","-0.6","","4.1","","25.0","","-7.8","","34.0","","16.5","","50.5","","5","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-11","1946","11","-2.4","","-11.2","","-6.8","","12.2","","-27.2","","0.0","T","26.4","","26.4","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1946-12","1946","12","-10.3","","-19.1","","-14.7","","3.3","","-35.0","","0.0","T","9.1","","9.1","","13","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-01","1947","01","-8.3","","-19.6","","-14.0","","3.3","S","-31.7","","1.3","","35.8","","37.1","","25","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-02","1947","02","-13.1","","-22.8","","-18.0","","-1.1","","-34.4","","0.5","","31.0","","31.5","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-03","1947","03","-3.2","","-14.3","","-8.8","","5.0","","-23.3","","0.0","T","18.3","","18.3","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-04","1947","04","6.9","","-3.2","","1.9","","28.3","","-9.4","","23.9","","10.4","","34.3","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-05","1947","05","14.1","","1.6","","7.9","","23.3","S","-6.7","","19.8","","1.8","","21.6","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-06","1947","06","21.3","","10.1","","15.7","","26.7","","-1.7","","93.5","","0.0","","93.5","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-07","1947","07","27.6","","14.6","","21.1","","33.9","","6.1","","74.7","","0.0","","74.7","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-08","1947","08","25.7","","14.4","","20.1","","35.6","","3.9","S","115.1","","0.0","","115.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-09","1947","09","17.9","","5.5","","11.7","","31.1","","-5.6","","20.8","","0.8","","21.6","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-10","1947","10","15.6","","4.3","","10.0","","23.9","","-5.6","","40.1","","0.0","","40.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-11","1947","11","-3.1","","-10.4","","-6.8","","12.8","","-25.0","S","6.9","","16.3","","23.1","","13","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1947-12","1947","12","-10.3","","-20.1","","-15.2","","0.6","","-33.9","","0.0","T","47.0","","47.0","","41","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-01","1948","01","-13.1","","-23.3","","-18.2","","-1.7","","-37.8","","0.0","T","15.0","","15.0","","36","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-02","1948","02","-12.4","","-22.3","","-17.4","","-1.7","","-34.4","","0.0","T","17.5","","17.5","","36","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-03","1948","03","-5.6","","-16.2","","-10.9","","5.6","","-36.1","","0.0","T","19.6","","19.6","","10","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-04","1948","04","6.6","","-2.9","","1.9","","21.1","","-20.6","","52.6","","1.5","","54.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-05","1948","05","19.6","","4.8","","12.2","","35.0","","-4.4","","43.2","","0.0","T","43.2","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-06","1948","06","22.9","","10.0","","16.5","","32.2","","1.7","","42.9","","0.0","","42.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-07","1948","07","25.7","","14.4","","20.1","","31.1","S","7.2","S","103.1","","0.0","","103.1","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-08","1948","08","26.4","","13.2","","19.8","","32.8","","5.6","","23.9","","0.0","","23.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-09","1948","09","24.0","","9.5","","16.8","","33.9","","2.8","","1.3","","0.0","","1.3","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-10","1948","10","14.9","","1.6","","8.3","","23.3","","-6.7","","9.9","","0.0","T","9.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-11","1948","11","0.2","","-6.9","","-3.4","","6.7","S","-19.4","","22.9","","9.7","","32.5","","5","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1948-12","1948","12","-9.8","","-19.1","","-14.5","","2.8","","-32.8","","0.8","","40.6","","41.4","","25","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-01","1949","01","-13.7","","-23.8","","-18.8","","4.4","","-41.7","","0.0","","51.8","","51.8","","41","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-02","1949","02","-15.8","","-26.6","","-21.2","","-4.4","","-36.7","","0.0","","27.2","","27.2","","53","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-03","1949","03","-4.0","","-13.9","","-9.0","","4.4","","-27.2","","0.0","T","17.5","","17.5","","20","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-04","1949","04","11.7","","0.2","","6.0","","31.1","","-8.9","S","2.0","","0.0","T","2.0","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-05","1949","05","18.8","","4.6","","11.7","","28.9","S","-4.4","","40.9","","2.5","","43.4","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-06","1949","06","24.2","","10.7","","17.5","","36.7","","-1.1","","68.8","","0.0","","68.8","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-07","1949","07","26.2","","13.6","","19.9","","35.0","","6.7","","58.2","","0.0","","58.2","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-08","1949","08","28.2","","14.4","","21.3","","40.6","","3.3","","57.7","","0.0","","57.7","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-09","1949","09","18.3","","6.0","","12.2","","28.9","S","-3.9","","38.9","","0.0","","38.9","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-10","1949","10","9.7","","0.6","","5.2","","21.7","","-13.3","","128.0","","16.0","","144.0","","","M","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-11","1949","11","2.6","","-4.4","","-0.9","","15.6","","-20.6","","8.9","","23.9","","32.8","","3","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1949-12","1949","12","-12.1","","-19.3","","-15.7","","2.8","","-31.7","S","1.3","","39.6","","40.9","","30","","","","",""
"-97.23","49.92","WINNIPEG RICHARDSON INT'L A","5023222","1950-01","1950","01","-22.3","","-30.9","","-26.6","","-11.7","","-40.0","","0.0","","46.5","","46.5","","64","","","","",""
